,game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,binned_developer,developer_RewindApp,developer_Ripknot Systems,developer_CAPCOM Co. Ltd.,developer_Kairosoft Co.Ltd,developer_Winged Cloud,developer_KOEI TECMO GAMES CO. LTD.,developer_Choice of Games,developer_EGAMER,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
6107,The Outcast Lovers,6.0,2.29,2020,1,2,31,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6108,Evil Inside,5.0,1.36,2021,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6109,Paradise Marsh,8.0,58.75,2022,1,7,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6110,Woven,8.0,4.34,2019,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6111,Truth: Disorder II,4.0,0.24,2018,1,32,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6112,The Last Show of Mr. Chardish,8.0,23.5,2020,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6113,The Mansion,6.0,2.61,2021,1,2,43,Forever Entertainment S. A.,0,0,0,0,0,0,0,0,0,0,135
6114,The Mansion,6.0,2.61,2021,1,2,43,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6115,The Mansion,5.0,1.5,2021,1,2,43,Forever Entertainment S. A.,0,0,0,0,0,0,0,0,0,0,135
6116,The Mansion,5.0,1.5,2021,1,2,43,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6117,Where Wind Becomes Quiet,5.0,1.0,2021,1,31,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6118,Hell of Men : Blood Brothers,6.0,2.5,2019,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6119,Forgotten Hope,8.0,9.75,2021,1,31,43,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6120,Ninki Seiyuu: How to Make a Pop Voice Actress,8.0,15.43,2018,1,31,44,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6121,The Bogtavern,7.0,6.0,2022,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6122,Breaking Lockdown,6.0,3.0,2020,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6123,The Fabled Woods,5.0,1.69,2021,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6124,Systematic Insanity,7.0,5.0,2021,1,14,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6125,The Lightbringer,6.0,2.46,2021,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6126,Horror Tale 2: Samantha,7.0,3.2,2023,1,9,1,Euphoria Games,0,0,0,0,0,0,0,0,0,0,121
6127,Hotel R'n'R,8.0,8.47,2020,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6128,Landflix Odyssey,6.0,2.75,2020,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6129,Sakura MMO Extra,8.0,3.85,2021,1,13,42,Winged Cloud,0,0,0,0,1,0,0,0,0,0,410
6130,Endless Boss Fight,7.0,18.0,2021,1,25,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6131,Giants Uprising,6.0,2.48,2021,1,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6132,Fragments of Him,8.0,5.05,2016,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6133,Across,5.0,1.17,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6134,Across,5.0,1.17,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6135,Trackless,8.0,16.0,2017,1,13,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6136,The Inner Friend,8.0,6.0,2018,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6137,Battle Hunters,7.0,2.67,2019,1,12,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6138,The Cherry Orchard,7.0,30.0,2020,1,32,22,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6139,103,6.0,3.02,2018,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6140,Partum Artifex,8.0,30.33,2023,1,9,19,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6141,The Wreck,8.0,9.5,2023,1,2,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6142,Cynthia: Hidden in the Moonshadow,8.0,6.45,2023,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6143,Fireflies,5.0,1.2,2015,1,31,19,Smart Studio,0,0,0,0,0,0,0,0,0,0,345
6144,Fireflies,5.0,1.2,1982,1,33,1,Smart Studio,0,0,0,0,0,0,0,0,0,0,345
6145,Fireflies,5.0,1.2,2018,1,31,1,Smart Studio,0,0,0,0,0,0,0,0,0,0,345
6146,Fireflies,5.0,1.2,2015,1,31,19,Sourabh P Hamigi,0,0,0,0,0,0,0,0,0,0,352
6147,Fireflies,5.0,1.2,1982,1,33,1,Sourabh P Hamigi,0,0,0,0,0,0,0,0,0,0,352
6148,Fireflies,5.0,1.2,2018,1,31,1,Sourabh P Hamigi,0,0,0,0,0,0,0,0,0,0,352
6149,Fireflies,5.0,1.2,2015,1,31,19,Phanom Games,0,0,0,0,0,0,0,0,0,0,286
6150,Fireflies,5.0,1.2,1982,1,33,1,Phanom Games,0,0,0,0,0,0,0,0,0,0,286
6151,Fireflies,5.0,1.2,2018,1,31,1,Phanom Games,0,0,0,0,0,0,0,0,0,0,286
6152,Fireflies,4.0,0.55,2015,1,31,19,Smart Studio,0,0,0,0,0,0,0,0,0,0,345
6153,Fireflies,4.0,0.55,1982,1,33,1,Smart Studio,0,0,0,0,0,0,0,0,0,0,345
6154,Fireflies,4.0,0.55,2018,1,31,1,Smart Studio,0,0,0,0,0,0,0,0,0,0,345
6155,Fireflies,4.0,0.55,2015,1,31,19,Sourabh P Hamigi,0,0,0,0,0,0,0,0,0,0,352
6156,Fireflies,4.0,0.55,1982,1,33,1,Sourabh P Hamigi,0,0,0,0,0,0,0,0,0,0,352
6157,Fireflies,4.0,0.55,2018,1,31,1,Sourabh P Hamigi,0,0,0,0,0,0,0,0,0,0,352
6158,Fireflies,4.0,0.55,2015,1,31,19,Phanom Games,0,0,0,0,0,0,0,0,0,0,286
6159,Fireflies,4.0,0.55,1982,1,33,1,Phanom Games,0,0,0,0,0,0,0,0,0,0,286
6160,Fireflies,4.0,0.55,2018,1,31,1,Phanom Games,0,0,0,0,0,0,0,0,0,0,286
6161,Lost Brothers,4.0,0.64,2021,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6162,Freddy Spaghetti,8.0,13.5,2020,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6163,Unsettled,5.0,0.9,2017,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6164,AnShi,6.0,2.78,2021,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6165,Blind Drive,8.0,22.44,2021,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6166,Weaving Tides,8.0,9.7,2021,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6167,The Plane Effect,5.0,1.75,2021,1,2,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6168,Winds & Leaves,7.0,5.0,2021,1,9,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6169,Ghost on the Shore,8.0,6.29,2022,1,31,43,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6170,The Tale of Bistun,8.0,8.69,2022,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6171,1428: Shadows over Silesia,8.0,7.56,2022,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6172,Parallel,7.0,6.6,0,1,35,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6173,Parallel,7.0,6.6,2022,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6174,Cobra Kai 2: Dojos Rising,5.0,1.05,2022,1,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6175,Titan Station,8.0,12.69,2022,1,31,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6176,Ninety-Six,7.0,12.0,2022,1,32,19,Spongey Kitty,0,0,0,0,0,0,0,0,0,0,356
6177,My Little Dog Adventure,5.0,1.13,2020,1,9,1,EpiXR Games UG,0,0,0,0,0,0,0,0,0,0,117
6178,One Shell Straight to Hell,5.0,1.0,2021,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6179,41 Hours,5.0,1.36,2021,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6180,Onirike,7.0,6.14,2021,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6181,Lost At Sea,6.0,3.38,2021,1,31,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6182,Klang 2,7.0,48.0,2021,1,7,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6183,Porcelana,7.0,13.0,2022,1,32,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6184,Sandream,7.0,13.0,2022,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6185,Dead Man's Fault,7.0,8.33,2022,1,32,19,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6186,The Elevator Game with Catgirls,8.0,52.0,2022,1,2,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6187,Amigo: Kebab Simulator,5.0,1.97,2023,1,13,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6188,Among the Innocent: A Stricken Tale,6.0,3.12,2017,1,9,43,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6189,Protocol VR,5.0,0.78,2019,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6190,The Last Sky,7.0,4.57,2020,1,31,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6191,Seers Isle,8.0,13.36,2018,1,31,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6192,Our Way,4.0,0.56,0,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6193,Mask of Sanity,5.0,0.88,2020,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6194,Let It Go - How to realize your dreams,7.0,28.0,2020,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6195,Road to Ballhalla,8.0,7.25,2016,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6196,Myastere -Ruins of Deazniff-,5.0,2.0,2021,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6197,A Little Golf Journey,8.0,7.8,2021,1,9,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6198,Thing-in-Itself,6.0,3.04,2017,1,13,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6199,The Unbeatable Path,7.0,4.0,2023,1,9,19,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6200,Gender Dysphoria,7.0,17.0,2020,1,13,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6201,Pummel Party,8.0,8.1,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6202,Gang Beasts,8.0,4.83,2017,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6203,Keep Talking and Nobody Explodes,9.0,44.23,2015,2,9,20,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6204,Drunken Wrestlers 2,8.0,8.28,2019,2,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6205,The Jackbox Party Pack 3,9.0,33.01,2016,1,9,27,Jackbox Games Inc.,0,0,0,0,0,0,0,0,0,0,187
6206,The Jackbox Party Pack 2,9.0,22.86,2015,1,7,27,Jackbox Games Inc.,0,0,0,0,0,0,0,0,0,0,187
6207,The Jackbox Party Pack,8.0,10.79,2014,1,9,27,Jackbox Games Inc.,0,0,0,0,0,0,0,0,0,0,187
6208,The Jackbox Party Pack 6,9.0,20.62,2019,1,9,27,Jackbox Games Inc.,0,0,0,0,0,0,0,0,0,0,187
6209,The Jackbox Party Pack 5,8.0,14.08,2018,1,9,27,Jackbox Games Inc.,0,0,0,0,0,0,0,0,0,0,187
6210,Party Panic,6.0,3.31,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6211,Quiplash,8.0,8.39,2015,2,15,27,Jackbox Games Inc.,0,0,0,0,0,0,0,0,0,0,187
6212,The Jackbox Party Pack 4,9.0,19.34,2017,1,9,27,Jackbox Games Inc.,0,0,0,0,0,0,0,0,0,0,187
6213,Conan Chop Chop,5.0,1.76,2022,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6214,Marooners,5.0,1.84,2016,1,4,1,M2H,0,0,0,0,0,0,0,0,0,0,218
6215,Use Your Words,8.0,7.82,2017,2,9,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6216,Among Us VR,6.0,3.16,2022,2,15,1,Schell Games,0,0,0,0,0,0,0,0,0,0,329
6217,First Class Trouble,6.0,3.87,2021,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6218,Boomerang Fu,9.0,23.23,2020,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6219,Fling to the Finish,8.0,5.69,2020,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6220,HyperBrawl Tournament,8.0,7.05,2020,1,14,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6221,Kill It With Fire,8.0,15.57,2020,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6222,The Yawhg,8.0,4.54,2013,1,12,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6223,Fibbage XL,8.0,15.88,2016,2,15,40,Jackbox Games Inc.,0,0,0,0,0,0,0,0,0,0,187
6224,Golf Gang,8.0,6.11,2022,2,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6225,Crumble,8.0,8.65,2020,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6226,Tinker Racers,8.0,4.22,2020,1,10,21,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6227,Catch Me If You Can,8.0,10.33,2022,2,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6228,Turbo Golf Racing,8.0,5.81,2022,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6229,Runbow,8.0,5.0,2015,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6230,West Hunt,8.0,7.28,2023,1,15,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6231,Rescue Party: Live!,6.0,2.33,2022,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6232,It's Quiz Time,6.0,2.66,2017,1,15,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6233,Eville,6.0,3.88,2022,2,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6234,Dragon Drop,7.0,47.0,2017,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6235,Dragon Drop,7.0,47.0,2021,2,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6236,Dragon Drop,7.0,47.0,2017,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6237,Dragon Drop,7.0,47.0,2021,2,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6238,Unspottable,8.0,13.96,2020,2,4,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6239,MicroWorks,8.0,9.04,2022,1,32,40,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6240,Neighborhorde,7.0,5.83,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6241,Prop Hunt,4.0,0.59,2021,2,14,27,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6242,Knight Squad 2,8.0,14.17,2021,2,33,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6243,Panoptic,8.0,23.08,2018,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6244,Jelly Brawl,5.0,1.8,2020,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6245,LuPR: Lunar Post Recruit,7.0,12.0,2022,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6246,A Gummy's Life,8.0,4.31,2017,1,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6247,Glitchrunners,4.0,0.24,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6248,Balloon Flight,7.0,44.0,2021,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6249,Spaceteam VR,5.0,1.5,2020,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6250,KnightOut,6.0,2.67,2018,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6251,Mini Motor Racing X,8.0,6.57,2019,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6252,RiffTrax: The Game,8.0,14.36,2022,1,26,27,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6253,Block'Em!,8.0,10.25,2022,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6254,Cards of Chaos,6.0,2.6,2017,1,13,40,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6255,Fort Boyard,5.0,0.94,2019,1,14,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6256,RoboSquare,8.0,4.02,2021,2,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6257,Squirrel Sphere,7.0,4.0,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6258,Puppet Fever,7.0,10.0,2018,1,32,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6259,Mad Tracks,8.0,6.71,2006,1,10,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6260,The Otterman Empire,6.0,2.5,2020,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6261,Caravan Chaos,7.0,18.0,2021,2,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6262,Potato Party: Hash It Out,7.0,8.5,2021,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6263,Late For Work,8.0,6.9,2017,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6264,Knockout Party,5.0,1.89,2020,1,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6265,Lunch A Palooza,7.0,3.71,2019,1,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6266,Sea King,7.0,5.0,2019,2,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6267,Save Your Nuts,6.0,3.16,2019,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6268,Crooks Like Us,7.0,8.0,2021,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6269,Metal Heads,5.0,1.75,2021,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6270,SnackHunter,7.0,13.0,2022,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6271,Thunder Rally,7.0,28.0,2020,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6272,Push Me Pull You,6.0,2.4,2016,2,14,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6273,Ponpu,6.0,2.81,2020,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6274,Papa's Quiz,8.0,11.43,2020,1,26,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6275,Drive Buy,7.0,6.0,2021,2,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6276,Nightfall,5.0,1.69,2021,2,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6277,Nightfall,5.0,1.69,1998,1,9,22,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6278,Nightfall,5.0,1.69,2021,2,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6279,Nightfall,5.0,1.69,1998,1,9,22,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6280,Operation Armstrong,6.0,2.33,2021,2,15,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6281,Rocket Rumble,7.0,8.33,2021,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6282,Roll a Ball With Your Friends,8.0,15.25,2021,2,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6283,Color Breakers,7.0,24.0,2021,2,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6284,Necroball,7.0,6.5,2017,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6285,Catnight,7.0,4.75,2022,2,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6286,Mad Streets,8.0,6.87,2021,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6287,Running Fable,7.0,12.0,2022,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6288,Arcade Party,7.0,10.0,2023,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6289,Heartwood Heroes,7.0,12.0,2023,1,12,17,Ludosity,0,0,0,0,0,0,0,0,0,0,215
6290,Destiny 2,8.0,4.8,2017,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6291,Fall Guys,8.0,4.35,2020,2,8,1,Mediatonic,0,0,0,0,0,0,0,0,0,0,227
6292,The Forest,9.0,20.92,2018,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6293,Warface,5.0,2.06,2013,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6294,Monster Hunter: World,8.0,6.81,2018,1,12,1,CAPCOM Co. Ltd.,0,0,1,0,0,0,0,0,0,0,55
6295,Mount & Blade II: Bannerlord,8.0,7.17,2020,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6296,Portal,9.0,65.53,2007,1,5,1,Valve,0,0,0,0,0,0,0,0,0,0,394
6297,Portal,9.0,65.53,1986,1,31,18,Valve,0,0,0,0,0,0,0,0,0,0,394
6298,Cities: Skylines,8.0,13.74,2015,1,13,28,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6299,Fallout 4,8.0,4.65,2015,1,5,1,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,42
6300,No Man's Sky,6.0,3.54,2016,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6301,Risk of Rain 2,9.0,25.45,2019,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6302,Scrap Mechanic,8.0,13.1,2016,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6303,Hearts of Iron IV,8.0,11.31,2016,1,11,22,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,280
6304,Hunt: Showdown,8.0,4.76,2019,1,5,1,Crytek,0,0,0,0,0,0,0,0,0,0,83
6305,Grand Theft Auto: San Andreas,8.0,11.21,2004,1,5,1,Rockstar Games,0,0,0,0,0,0,0,0,0,0,316
6306,Company of Heroes 2,6.0,3.69,2013,1,11,39,Relic Entertainment,0,0,0,0,0,0,0,0,0,0,306
6307,Hades,9.0,66.14,1995,1,5,1,Supergiant Games,0,0,0,0,0,0,0,0,0,0,367
6308,Hades,9.0,66.14,2018,1,12,1,Supergiant Games,0,0,0,0,0,0,0,0,0,0,367
6309,Killing Floor,9.0,20.34,2009,1,5,1,Tripwire Interactive,0,0,0,0,0,0,0,0,0,0,386
6310,Amnesia: The Dark Descent,8.0,17.71,2010,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6311,Battlerite,8.0,5.44,2017,1,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6312,Northgard,8.0,7.31,2018,1,11,17,Shiro Games,0,0,0,0,0,0,0,0,0,0,338
6313,Killing Floor 2,8.0,7.54,2016,1,5,1,Tripwire Interactive,0,0,0,0,0,0,0,0,0,0,386
6314,Beat Saber,9.0,23.07,2019,1,7,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6315,Stellaris,8.0,7.68,2016,1,11,18,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,280
6316,Yu-Gi-Oh! Duel Links,8.0,5.22,2016,1,12,1,Konami Digital Entertainment,0,0,0,0,0,0,0,0,0,0,202
6317,Getting Over It with Bennett Foddy,8.0,4.77,2017,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6318,Crusader Kings II,8.0,9.63,2012,1,12,17,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,280
6319,Deep Rock Galactic,9.0,32.81,2018,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6320,Half-Life: Alyx,9.0,61.8,2020,1,5,1,Valve,0,0,0,0,0,0,0,0,0,0,394
6321,Spiral Knights,8.0,5.26,2011,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6322,Frostpunk,8.0,11.33,2018,1,13,21,11 bit studios,0,0,0,0,0,0,0,0,0,0,2
6323,Titan Quest Anniversary Edition,8.0,10.28,2016,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6324,Magic Duels,6.0,2.43,2015,1,15,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6325,Crusader Kings III,8.0,11.6,2020,1,12,22,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,280
6326,Phantasy Star Online 2 New Genesis,6.0,2.58,2021,2,5,1,SEGA,0,0,0,0,0,0,0,0,0,0,323
6327,Orcs Must Die! 2,8.0,14.78,2012,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6328,Planet Zoo,8.0,9.61,2019,1,13,28,Frontier Developments,0,0,0,0,0,0,0,0,0,0,140
6329,Grand Theft Auto: Vice City,8.0,12.49,2013,1,10,1,Rockstar Games,0,0,0,0,0,0,0,0,0,0,316
6330,Grand Theft Auto: Vice City,8.0,12.49,2012,1,31,1,Rockstar Games,0,0,0,0,0,0,0,0,0,0,316
6331,Grand Theft Auto: Vice City,8.0,12.49,2002,1,5,1,Rockstar Games,0,0,0,0,0,0,0,0,0,0,316
6332,Dead Bits,5.0,1.44,2014,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6333,Sanctum 2,8.0,9.03,2013,1,5,1,Coffee Stain Studios,0,0,0,0,0,0,0,0,0,0,72
6334,NBA 2K19,4.0,0.64,2018,1,13,1,Visual Concepts,0,0,0,0,0,0,0,0,0,0,400
6335,Golf With Your Friends,8.0,8.16,2016,1,13,35,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
6336,Surviving Mars,8.0,5.52,2018,1,13,18,Haemimont Games,0,0,0,0,0,0,0,0,0,0,164
6337,Subnautica: Below Zero,8.0,10.39,2019,1,31,18,Unknown Worlds Entertainment,0,0,0,0,0,0,0,0,0,0,390
6338,Slime Rancher,9.0,46.33,2016,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
6339,Tropico 4,8.0,11.0,2011,1,11,27,Haemimont Games,0,0,0,0,0,0,0,0,0,0,164
6340,Burnout Paradise: The Ultimate Box,8.0,6.75,2009,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
